Restaurant,Address,Author_Name,Review,Anger,Fear,Joy,Sadness,Sentiment
Gayatri Resturant,"4 Stanley St, Singapore 068723",Charles C,Fair price for the portion sizes. Food is generally pretty tasty but it can be inconsistent. Sometimes the food isn't warm enough to properly enjoy.,0.3174,0.2963,0.4423,0.3675,0.5324
Royz et Vous,"4 Stanley St, Singapore 068723",Adrian Jusran,"another halal food in singapore located close to mosque. food are good taste, some how big dishes.",0.3174,0.2659,0.4599,0.2975,0.6446
Go K BBQ Amoy,"4 Stanley St, Singapore 068723",Shirlaine Teng,Great food especially their pancake!,0.3173,0.1925,0.5321,0.3442,0.6628
Fotia,"4 Stanley St, Singapore 068723",Kevin Ziegler,Food was really good. Where there with another couple and shared two platters. Quality of food was yummy and thought it was reasonably priced.,0.3171,0.2582,0.5185,0.3238,0.6637
Ding Dong,"4 Stanley St, Singapore 068723",Nicoje Nowill,"Atmosphere, staff wnd food fabulous. Lived the Lamb Shanks as a main but 4 of us shared 3 entres (Tuna, wontong & spring rolls)- definitley taste sensations.",0.3171,0.3014,0.553,0.2725,0.6578
Fu Lin Bar & Kitchen,"4 Stanley St, Singapore 068723",calista chen,Underwhelming food and high price for what it is.,0.317,0.3404,0.3645,0.3695,0.5306
Grain Traders,"4 Stanley St, Singapore 068723",Ivan Tan,Healthy but a lil pricy,0.317,0.3036,0.429,0.4272,0.5254
Dumpling Darlings,"4 Stanley St, Singapore 068723",Red Boating,Interesting dumplings. Nice setup - funky and touristy.The ambience was enjoyable.I don't think dumplings should be this large.,0.3168,0.2795,0.4739,0.2667,0.6495
Manna Korean Restaurant,"4 Stanley St, Singapore 068723",wendi lin,I'm eating here right now and it's so good the review can't wait. Best jajangmyeon in Singapore ! Side dishes are amazing and service was friendly. Ambience is relaxing and not squeeze like most Korean restaurants in CBD. Love this place! Highly recommend :),0.3168,0.3042,0.6484,0.2807,0.7478
Urban Bites Restaurant,"4 Stanley St, Singapore 068723",Magdalene Tee,"Love the variety of the food! Hummus and pita breads were nice! Will be great if the portions of the food were bigger! We were attended by this Indian lady server, she was very helpful and friendly! Will be back to try out other mains next time :)",0.3167,0.2742,0.4474,0.2977,0.6203
Momma Kong's,"4 Stanley St, Singapore 068723",Takaaki Suzuki,It was really great crab foods! Very clean and good service for me.,0.3166,0.2396,0.5901,0.2744,0.6585
Mpire,"4 Stanley St, Singapore 068723",Jackie Cheong,"Great new find in the CBD area. Grilled prawns, asparagus and burrata were extremely delicious. Staff was attentive and we had a very pleasant meal. Steak was a little more well done than what we have asked for but was still delicious. Will be back again tonight! Back here for the second time cause it's just so good. Back here for my love's birthday and everything was just great. Octopus was slightly overcooked but like the last time I ordered the asparagus, burratini and steak. The steak was done perfectly this time round. I have to say that my love was very pleasantly happy with this place too. Happy birthday dear!",0.3166,0.2908,0.6321,0.2493,0.7348
Nusantara Cuisine,"44 Amoy St, Singapore 069870",Hatta W. Mongollo,Good food but slightly above hawker centre price.,0.3164,0.3852,0.3867,0.3265,0.5139
Ushidoki Wagyu Kaiseki,"44 Amoy St, Singapore 069870",Matt Emschwiller,"Even after tasting wonderful meals in Michelin-starred restaurants in France, I believe this place is where I had the most incredible meal overall. The meat is cooked and matured to perfection, the sukiyaki with its egg, truffle and onion brings you close to paradise and the final milk ice-cream perfectly ends the meal. Other amazing creations like the coupling between seafood and meat embellish the dinner. If the level of perfection of this restaurant had to be labelled by a number, you would definitely need to go far-right on the x-axis.",0.3163,0.3164,0.558,0.3167,0.6286
Ushidoki Wagyu Kaiseki,"44 Amoy St, Singapore 069870",Eugenie Lam,"Best sukiyaki ever! The stock has been stewing since the restaurant was opened more than 2 years ago. Great value lunch sets, very indulgent Omakase dinners. Excellent place for beef eaters.",0.3162,0.2447,0.5365,0.2748,0.6411
L'Angelus,"44 Amoy St, Singapore 069870",celine chia,"Food was yummy service was great, will be there again ...",0.316,0.2532,0.5342,0.2924,0.648
Bochinche Restaurant,"44 Amoy St, Singapore 069870",Olivier Puyraud,"Yeah - good food. Get the provolone starters with house breads and any steak with fries. Quite good, not cheap.",0.316,0.172,0.4611,0.3076,0.5073
Telok Ayer Arts Club,"44 Amoy St, Singapore 069870",Elaine Huang,"Every dish is pretty good. Smoked Salmon rosti is my favorite! The rosti is crispy and tasty. Roti John is good too but recommend to share as the portion is quite big and too much bread. Besides food, there is not much people during lunch time, good choice of you want a quality lunch time with friend or business partners.",0.3158,0.2102,0.5431,0.3058,0.687
Nusantara Cuisine,"44 Amoy St, Singapore 069870",Aditya Yuwana,Nice place to eat. Indonesian and malay halal food. The staff is so fiendly and helpfull.,0.3154,0.2132,0.4249,0.307,0.5766
WANTON - Seng's Noodle Bar,"44 Amoy St, Singapore 069870",Chi Vu,"One of my fav casual and cool places to eat. Their roast pork is to die for, wantons and noodles are also yummy. Reasonably priced.",0.3154,0.2304,0.4207,0.2858,0.5809
Ichida Japanese Dining,"44 Amoy St, Singapore 069870",WT Wong,Good Omakase with friendly service . Will come again .,0.3153,0.2484,0.4815,0.3117,0.6096
Bochinche Restaurant,"44 Amoy St, Singapore 069870",Ben Lin,"We have a dinner of 4 pax here, first time to try Mexican steak in Singapore. Their ribeye steak is really good by charcoal grill, the testure is so different from American style. Recommended to try and we will definitely come here again soon.",0.3152,0.2784,0.5031,0.3008,0.6499
13% Gastro Wine,"44 Amoy St, Singapore 069870",Pauline Wong,"If you're looking for incredible wine and amazing food, this is the place to go. The rather pricey menu is small but delicious. The sirloin steak deserves special mention, perfectly rare and juicy and crusted on the outside with salt and magic, probably. The cheeseboard is definitely a must-have if you enjoy strong cheese and pate. But go for the wine, which will be personally recommended for you based on your tastes. Expensive, but good for a treat for a special occasion.",0.3152,0.2363,0.5254,0.2521,0.6771
Birds of a Feather,"44 Amoy St, Singapore 069870",Amanda Chng,its healthy fusion food. pricey. wish there was more options for pescatarians (fish options inside the menu would be great). i had to choose vegetarian options when i ate here.food was fresh and presented well though. ambience is lovely as well.,0.3152,0.2696,0.5139,0.3286,0.6468
Dumpling Darlings,"44 Amoy St, Singapore 069870",Ciaran Ryan,They do it right. Not much variety in the menu but in a good way. Great dumplings and noodles. Good atmosphere. Busy spot. Reasonably cheap also.,0.3151,0.2554,0.4879,0.3127,0.6154
SONS,"44 Amoy St, Singapore 069870",Ayush Upadhyay,Nice Italian restaurant.,0.3151,0.2595,0.4352,0.322,0.6137
Vietnamese Delight Pho 99,"44 Amoy St, Singapore 069870",Partha Banerjee,"Good food, good service.",0.3149,0.2569,0.4754,0.3576,0.5632
Cloudstreet,"44 Amoy St, Singapore 069870",Ben Chang,Amazing place with great decor in a beautiful dinning hall. While restaurant babe nice decor this one have great food to match as well.We came without reservation for a rush lunch and they were able to accomdate us even if we only have one hour. The set lunch is fine dinning in appearance and match with spot on flavor. The cake like bread is savory sweet and can't stop eating. The opening bites are both delicious esp. the white beet root. I think this place is worth at least 2 stars.,0.3148,0.2807,0.5494,0.2738,0.6316
Burlamacco Ristorante,"44 Amoy St, Singapore 069870",GRACE LIM,"Friendly ambience, good Italian Tuscan food, reasonably priced and helpful staff.",0.3148,0.2529,0.4942,0.2925,0.6739
Raku Raku Japanese Dining Stanley,"44 Amoy St, Singapore 069870",Febrin Lee,One of the best Japanese diner I've been too. The food here is very nice and the portion is quite big also. You can come here for dinner as it's not so crowded as compared to lunch. Do take a look out for their daily special.,0.3147,0.2825,0.4116,0.3344,0.5834
Alati Divine Greek Cuisine,"44 Amoy St, Singapore 069870",Amy Mayer,"Sooo good!!! My husband and I have been here at least a half dozen times now and love it so much! Get the tzatziki dip, Greek salad, and salt baked fish (we prefer the sea bream).",0.3145,0.2224,0.6269,0.2669,0.681
Vietnamese Delight Pho 99,"44 Amoy St, Singapore 069870",Kane Glover-Watkins,Great tasting pho at a cheap price. Would highly recommend.,0.3145,0.2285,0.4833,0.2857,0.5817
Bochinche Restaurant,"45 Amoy St, Singapore 069871",Eric Lee,Had the 3 course lunch set and it was really nice. The empanadas were hot and tasty. I had the lamb and beef but was told the corn is very good. I'll order that and lamb next time. The lamb sarnie and fries were equally good. Just the right size too. Dessert was ice cream with some banana bits I believe. All in all a wonderful lunch. In fact I enjoyed eating at the counter and watching the chefs work their magic.,0.3144,0.2684,0.5537,0.2843,0.6632
Alati Divine Greek Cuisine,"45 Amoy St, Singapore 069871",Anchisa Pongmanavuth,Good Greek food spot on Amoy Street - would recommend the seafood selection here from fish to octopus - everything is very fresh. The pita / hummus is ok as well. Very good wine as well. Nice / Santorini-like ambiance. Quite a popular lunch spot so would recommend making a reservation,0.3144,0.2338,0.5551,0.2733,0.6882
Vietnamese Delight Pho 99,"45 Amoy St, Singapore 069871",Joanna Yeoh,"Having lived in Vietnam, I can vouch that the pho is authentic. The broth and noodles are superb and they are generous with the beef and chicken. The fresh spring rolls are good too. The fried spring rolls and coffee are hit and miss.",0.3143,0.3347,0.4487,0.3986,0.5889
Urban Bites Restaurant,"45 Amoy St, Singapore 069871",Helmi Remy,"The place is awesome with good food and good ambience. When you step in the restaurant, with the music of Lebanese songs it makes me feel that I'm in Lebanon or any Arabic city. Staff were friendly and did gave me few suggestions on what to eat and what is the best Chef recommendations. Overall the place is awesome and amazing. Highly recommended for get together with peers and family.",0.3136,0.2755,0.5609,0.3145,0.688
Swee Kee Eating House,"45 Amoy St, Singapore 069871",Keshi Tan,Great fish noodle soup here,0.3133,0.21,0.492,0.2867,0.6405
Botan,"45 Amoy St, Singapore 069871",Francis Lee,Decent food and value,0.3132,0.2162,0.4113,0.3907,0.5175
fyr,"45 Amoy St, Singapore 069871",Angie C,Not sure about the restaurant experience but their pop-ups are great! Very yummy offerings (though a little on the saltier side) and worth trying,0.3129,0.2591,0.5286,0.2625,0.6646
Ushidoki Wagyu Kaiseki,"45 Amoy St, Singapore 069871",Natalie Quek,I LOVE THIS PLACE! Nicely presented and the taste is fantastic. Service is top notch. Can't get enough of the food.,0.3128,0.1401,0.6973,0.2681,0.717
Ichida Japanese Dining,"45 Amoy St, Singapore 069871",Clayton Chua,"Quiet and peaceful restaurant. Food was delicious. Staffs were really friendly and thoughtful. Sushi and maki were prepared before us. Environment was clean, and chef was professional. Loved the Uni (Sea Urchin) and Ikura (Salmon Roe) Sushi! The Spider Karaage (Soft Shell Crab) was yummy. The truffle chawanmushi was nice. Agedashi Tofu was soft and silky. Lobster salad maki was great. Yum! :) Would love to visit some time again!",0.3128,0.2321,0.5029,0.197,0.7041
SONS,"45 Amoy St, Singapore 069871",Varsha Vaswani,Great food. Big portions. Lovely ambience. Friendly staff.,0.3127,0.2824,0.5272,0.3521,0.6757
PS.Cafe at Ann Siang Hill,"45 Amoy St, Singapore 069871",Kelvin Mak,"Pleasant ambience, good for gathering. The food is fairly good. The truffle fries is crisp and fragrant. I would say their roast chicken was a tad dry though",0.3127,0.2116,0.5026,0.2426,0.6932
Raku Raku Japanese Dining Stanley,"45 Amoy St, Singapore 069871",Gohha,"Nice place to have drinks and simple dinner. Good variety of dishes, Gyoza would score 9 out of 10 for my liking. Reasonable price for quality . If next time will be in this area again, probably visit again.",0.3127,0.2932,0.4639,0.3315,0.5896
Grain Traders,"45 Amoy St, Singapore 069871",Richard Lowe,Reliable Tasty healthy food. Lines are long and slow so loses a star.,0.3125,0.3027,0.3386,0.4187,0.4564
MOJO,"45 Amoy St, Singapore 069871",TheFitnessTheory,"Went there for dinner and lunch. Lunch is much more affordable and very nice :The ingredients are fresh and everything tastes great. The beef is delicious and worth the extra $. They have low carbs options, which is always appreciable. Would visit again!",0.3125,0.2348,0.4754,0.3475,0.6166
GAIG RESTAURANT,"45 Amoy St, Singapore 069871",STRYKER40 M,It's a very special place. It has a very...... unique set of foods. Very nice. Might recommend it to some friends.,0.3123,0.2451,0.5849,0.335,0.6855
Kitchen by Food Rebel,"45 Amoy St, Singapore 069871",gladyn w,The fish was delicious!!! It tasted so fresh and yummy. Just wish there was something more to the meal rather than fish and vegetables. Not really filling.,0.3123,0.2211,0.5532,0.2863,0.6496
Le Binchotan,"45 Amoy St, Singapore 069871",Leica G,Great food and helmed by a very friendly team offering very attentive service. We love the grilled dishes. It has a very nice grilled flavor and the food is done just right. Check out their cocktails - adventurous concoction! We'll be back.,0.3123,0.1756,0.6066,0.2506,0.7339
Hachi Tei,"45 Amoy St, Singapore 069871",Eamonn Doran,Outstanding quality and great value for money. By far the best Japanese restaurant I've been to in Singapore. This place is a true hidden gem!,0.3123,0.3512,0.4853,0.3699,0.6226
Birds of a Feather,"45 Amoy St, Singapore 069871",Ashley Lee,"Mostly great food, good ambience and friendly staff. Reason for 4 star instead of 5 is due to the white wine. Skip the white wine option which available for happy hour($13=>$10). For the same value($13) go for other white wine (per glass) options in the menu. Perhaps they should consider: 1) replacing another wine of same value for happy hour. 2) alternatively eliminate white wine option for happy hour.",0.3122,0.2274,0.3306,0.2615,0.5816
Grain Traders,"45 Amoy St, Singapore 069871",Scott Blanchard,"I love this restaurant and eat here multiple times during every visit I make to Singapore. The location is super convenient; bang in the heart of the CBD. The food is simple but delicious and healthy. Pick a base, pick a protein, add in a few other ingredients and a sauce and you are off. Just a fantastic place for a quick midday meal. I highly recommend Grain Traders when you find yourself in Singapore.",0.3121,0.2304,0.5313,0.267,0.627
